"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [11] (Box 11)-26: 0006 - リザードン - DBFFC1C09D49.pk9","リザードン","リザードン","おくびょう","M","0329","ドラゴン","もうか","ニトロチャージ","かえんほうしゃ","ソーラービーム","エアスラッシュ","(なし)","298","155","192","317","206","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C1C09D49","AABFBE24","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","32","24","16","24","3","3","3","3","ひっかく","なきごえ","(なし)","(なし)","56319","255","2026","5","14","2026","5","14"
"main @ [11] (Box 11)-08: 0006 - リザードン - AD90FBC4AB74.pk9","リザードン","リザードン","ようき","M","0617","あく","もうか","フレアドライブ","げきりん","かみなりパンチ","りゅうのまい","(なし)","298","267","192","228","206","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FBC4AB74","0DB12B20","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","24","32","3","3","3","3","ひっかく","なきごえ","(なし)","(なし)","44432","255","2026","5","14","2026","5","14"
"main @ [11] (Box 11)-10: 0006 - リザードン - 2A84B5B177EA.pk9","リザードン","リザードン","ひかえめ","M","3016","ドラゴン","もうか","ウェザーボール","ソーラービーム","りゅうのはどう","みがわり","(なし)","298","155","192","348","206","299","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","B5B177EA","27959B1D","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","16","16","3","3","3","3","ひっかく","なきごえ","(なし)","(なし)","10884","255","2026","5","14","2026","5","14"
"main @ [30] (Box 30)-13: 0260 - ラグラージ - A5D35855C116.pk9","ラグラージ","ラグラージ","いじっぱり","M","0822","あく","しめりけ","アクアブレイク","じしん","れいとうパンチ","あまごい","(なし)","342","350","216","185","216","219","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5855C116","03CA30A7","31","31","31","31","31","31","1059860","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","24","8","3","3","3","3","たいあたり","なきごえ","(なし)","(なし)","42451","255","2026","6","20","2026","6","20"
"main @ [32] (Box 32)-07: 0911 - ラウドボーン - ADFFFED1A00B.pk9","ラウドボーン","ラウドボーン","ずぶとい","M","0214","ドラゴン","てんねん","フレアソング","シャドーボール","あくび","なまける","(なし)","412","139","328","256","187","168","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FED1A00B","5A685707","31","0","31","31","31","31","1059860","100","252","0","252","0","6","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","16","8","3","3","3","3","たいあたり","にらみつける","ひのこ","(なし)","44543","255","2026","5","16","2026","5","16"
"main @ [30] (Box 30)-27: 0478 - ユキメノコ - A97046EBA99C.pk9","ユキメノコ","ユキメノコ","ようき","F","1726","でんき","のろわれボディ","こおりのいぶき","アイススピナー","ポルターガイスト","じこあんじ","(なし)","281","259","176","148","176","350","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","46EBA99C","6A2D01C6","31","31","31","0","31","31","1000000","100","0","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","8","16","3","3","3","3","ずつき","こなゆき","おどろかす","(なし)","43376","255","2026","5","25","2026","5","25"
"main @ [30] (Box 30)-18: 0478 - ユキメノコ - 99B146EBA99C.pk9","ユキメノコ","ユキメノコ","ようき","F","2594","でんき","のろわれボディ","こおりのいぶき","リフレクター","ひかりのかべ","ちょうはつ","ひかりのねんど","344","196","176","148","177","350","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","46EBA99C","EFBD4D90","31","31","31","0","31","31","1000000","100","252","0","0","0","6","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","48","32","3","3","3","3","ずつき","こなゆき","おどろかす","(なし)","39345","255","2026","5","25","2026","5","25"
"main @ [27] (Box 27)-01: 0636 - メラルバ - E8404CBDEA94.pk9","メラルバ","メラルバ","がんばりや","M","3084","かくとう","むしのしらせ","ひのこ","いとをはく","(なし)","(なし)","(なし)","12","6","6","6","6","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","4CBDEA94","A5B66572","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","25","40","0","0","0","0","0","0","ひのこ","いとをはく","(なし)","(なし)","59456","255","2026","5","14","2026","5","14"
"main @ [21] (Box 21)-07: 0132 - メタモン - FD466DDA12B0.pk9","メタモン","メタモン","がんばりや","-","0035","あく","かわりもの","へんしん","(なし)","(なし)","(なし)","こだわりスカーフ","300","145","144","145","144","145","西２番エリア","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Wild Encounter (SV)","6DDA12B0","03680153","31","31","31","31","31","31","1000000","100","252","52","51","52","51","52","0","0","0","0","0","0","i","4","2","0","0","0","28","0","False","False","False","False","4120","43968","3005","10","0","0","0","0","0","0","0","(なし)","(なし)","(なし)","(なし)","64838","255","1","1","1","2026","5","14"
"main @ [21] (Box 21)-01: 0132 - メタモン - 7B40A110AC2D.pk9","メタモン","メタモン","がんばりや","-","1955","あく","かわりもの","へんしん","(なし)","(なし)","(なし)","こだわりスカーフ","300","145","144","145","144","145","西２番エリア","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Wild Encounter (SV)","A110AC2D","46413C74","31","31","31","31","31","31","1000000","100","252","52","51","52","51","52","0","0","0","0","0","0","i","4","2","0","0","0","28","0","False","False","False","False","4120","43968","3005","10","0","0","0","0","0","0","0","(なし)","(なし)","(なし)","(なし)","31552","255","1","1","1","2026","5","14"
"main @ [30] (Box 30)-09: 0376 ★ - メタグロス - 8A5C0AEF12E7.pk9","メタグロス","メタグロス","ようき","-","3005","あく","クリアボディ","バレットパンチ","サイコファング","じしん","れいとうパンチ","(なし)","302","369","296","203","216","262","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","0AEF12E7","26179DC6","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","2","2","0","0","0","1","0","False","False","False","True","4120","43968","3005","48","16","16","24","3","3","3","3","たいあたり","(なし)","(なし)","(なし)","35420","255","2026","6","20","2026","6","20"
"main @ [07] (Box 7)-03: 0890 ★ - ムゲンダイナ - F03DF81E14A6.pk9","ムゲンダイナ","ムゲンダイナ","おくびょう","-","3864","あく","プレッシャー","コスモパワー","じこさいせい","はかいこうせん","げきりん","(なし)","421","185","226","326","226","325","すてきなばしょ","－－－－－－－－－－","プレシャスボール","ガラル","ソード","Japanese","True","Event Gift (WC8)","F81E14A6","D98D2802","31","31","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","100","0","True","False","False","True","36990","25073","3864","32","8","8","16","3","3","3","3","(なし)","(なし)","(なし)","(なし)","61501","0","1","1","1","2025","8","11"
"main @ [07] (Box 7)-07: 0890 - ムゲンダイナ - 19C72B4B0CB8.pk9","ムゲンダイナ","ムゲンダイナ","ひかえめ","-","3440","ドラゴン","プレッシャー","クロスポイズン","りゅうのはどう","かえんほうしゃ","ダイマックスほう","(なし)","421","157","226","358","226","296","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","2B4B0CB8","1E9EC999","31","0","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","60","0","False","False","False","False","4120","43968","3005","32","16","24","8","3","3","3","3","(なし)","(なし)","(なし)","(なし)","6599","0","1","1","1","2025","8","11"
"main @ [07] (Box 7)-15: 0890 - ムゲンダイナ - ED48551D82CC.pk9","ムゲンダイナ","ムゲンダイナ","ひかえめ","-","2830","ドラゴン","プレッシャー","ヘドロばくだん","りゅうせいぐん","だいもんじ","シャドーボール","こだわりメガネ","468","157","233","427","235","297","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","551D82CC","FE044EE0","31","0","31","31","31","31","1250000","100","188","0","28","252","36","6","0","0","0","0","0","0","i","1","2","0","0","0","60","0","False","False","False","False","4120","43968","3005","16","8","8","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","60744","0","1","1","1","2025","8","11"
"main @ [07] (Box 7)-14: 0890 - ムゲンダイナ - DE4A551D82CC.pk9","ムゲンダイナ","ムゲンダイナ","おくびょう","-","2830","ドラゴン","プレッシャー","ダイマックスほう","どくどく","どくびし","じこさいせい","たべのこし","476","157","289","327","227","333","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","551D82CC","FE044EE0","31","0","31","31","31","31","1250000","100","220","0","252","5","5","28","0","0","0","0","0","0","i","1","2","0","0","0","60","0","False","False","False","False","4120","43968","3005","8","16","32","8","3","3","3","3","(なし)","(なし)","(なし)","(なし)","56906","0","1","1","1","2025","8","11"
"main @ [07] (Box 7)-13: 0890 - ムゲンダイナ - 4AA6551D82CC.pk9","ムゲンダイナ","ムゲンダイナ","おくびょう","-","2830","ドラゴン","プレッシャー","ほのおのうず","コスモパワー","じこさいせい","ヘドロばくだん","オボンのみ","468","157","247","327","257","355","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","551D82CC","FE044EE0","31","0","31","31","31","31","1250000","100","188","0","84","6","124","108","0","0","0","0","0","0","i","1","2","0","0","0","60","0","False","False","False","False","4120","43968","3005","24","32","8","16","3","3","3","3","(なし)","(なし)","(なし)","(なし)","19110","0","1","1","1","2025","8","11"
"main @ [07] (Box 7)-01: 0890 - ムゲンダイナ - 796F551D82CC.pk9","ムゲンダイナ","ムゲンダイナ","おくびょう","-","2830","ドラゴン","プレッシャー","クロスポイズン","りゅうのはどう","かえんほうしゃ","ダイマックスほう","(なし)","421","157","226","326","226","325","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","551D82CC","FE044EE0","31","0","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","60","0","False","False","False","False","4120","43968","3005","32","16","24","8","3","3","3","3","(なし)","(なし)","(なし)","(なし)","31087","0","1","1","1","2025","8","11"
"main @ [30] (Box 30)-03: 0398 - ムクホーク - 45A0EA7680EA.pk9","ムクホーク","ムクホーク","ようき","M","1340","あく","いかく","インファイト","ブレイブバード","みがわり","まもる","(なし)","374","277","176","122","156","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","EA7680EA","1FB74C77","31","31","31","31","31","31","1059860","100","252","6","0","0","0","252","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","16","16","3","3","3","3","たいあたり","なきごえ","(なし)","(なし)","17824","255","2026","6","20","2026","6","20"
